unique_id	gene	category	length	cluster
B099618	ENSG00000170043	FSM	145	B099618
B105447	ENSG00000170043	NIC	125	B106612
B096292	ENSG00000170043	NNC	157	B099618
B112012	ENSG00000104613	FSM	102	B112834
B060598	ENSG00000104613	NIC	280	B073030
B070814	ENSG00000104613	NNC	242	B070814
B048001	ENSG00000103507	FSM	335	B048001
B057667	ENSG00000103507	NIC	292	B047247
B090129	ENSG00000103507	NNC	177	B090129
B060714	ENSG00000182185	FSM	279	B071178
B095284	ENSG00000182185	NIC	160	B095284
B087411	ENSG00000182185	NNC	186	B087411
B067485	ENSG00000140391	FSM	253	B072994
B104057	ENSG00000140391	NIC	130	B104057
B099294	ENSG00000140391	NNC	147	B099294
B086857	ENSG00000291100	FSM	187	B087939
B094331	ENSG00000291100	NIC	163	B094331
B103629	ENSG00000291100	NNC	132	B104833
B107927	ENSG00000205581	FSM	116	B107927
B114605	ENSG00000205581	NIC	93	B115300
B093637	ENSG00000205581	NNC	166	B093637
B054199	ENSG00000182985	FSM	306	B065127
B085069	ENSG00000182985	NIC	193	B085069
B081501	ENSG00000182985	NNC	205	B081501
B070006	ENSG00000157224	FSM	244	B072488
B106587	ENSG00000157224	NIC	121	B106587
B090490	ENSG00000157224	NNC	176	B090490
B013845	ENSG00000184939	FSM	636	B016409
B114586	ENSG00000184939	NIC	93	B114586
B094783	ENSG00000184939	NNC	162	B098991
B048771	ENSG00000006007	FSM	331	B048771
B055684	ENSG00000006007	NIC	300	B048771
B061086	ENSG00000006007	NNC	278	B067383
B099105	ENSG00000072401	FSM	147	B106626
B101285	ENSG00000072401	NIC	140	B101285
B114104	ENSG00000072401	NNC	95	B109997
B066751	ENSG00000065029	FSM	256	B066751
B080173	ENSG00000065029	NIC	209	B080701
B052405	ENSG00000065029	NNC	315	B041439
B047355	ENSG00000155367	FSM	338	B063067
B077949	ENSG00000155367	NIC	217	B077949
B045283	ENSG00000155367	NNC	349	B045283
B069445	ENSG00000267796	FSM	246	B079272
B093232	ENSG00000267796	NIC	167	B100885
B111838	ENSG00000267796	NNC	103	B111838
B019401	ENSG00000122512	FSM	551	B019401
B088279	ENSG00000122512	NIC	183	B078373
B039553	ENSG00000122512	NNC	381	B039553
B099957	ENSG00000106245	FSM	144	B103922
B111813	ENSG00000106245	NIC	103	B111813
B106972	ENSG00000106245	NNC	120	B106972
B101497	ENSG00000122257	FSM	139	B101497
B059070	ENSG00000122257	NIC	286	B059070
B065029	ENSG00000122257	NNC	263	B065029
B051506	ENSG00000135437	FSM	318	B051743
B062817	ENSG00000135437	NIC	271	B062817
B081171	ENSG00000135437	NNC	206	B086063
B091553	ENSG00000288701	FSM	172	B091553
B052057	ENSG00000288701	NIC	316	B053284
B074186	ENSG00000288701	NNC	230	B074186
B066235	ENSG00000157014	FSM	258	B066235
B060095	ENSG00000157014	NIC	282	B060095
B045291	ENSG00000157014	NNC	349	B045291
B074264	ENSG00000079974	FSM	229	B074264
B093831	ENSG00000079974	NIC	165	B100416
B112167	ENSG00000079974	NNC	102	B112208
B004753	ENSG00000035681	FSM	917	B008941
B056450	ENSG00000035681	NIC	297	B056450
B053507	ENSG00000035681	NNC	310	B053507
B001876	ENSG00000196878	FSM	1172	B001876
B082318	ENSG00000196878	NIC	202	B082318
B057781	ENSG00000196878	NNC	292	B057781
B075180	ENSG00000132300	FSM	226	B075180
B054262	ENSG00000132300	NIC	306	B061562
B052364	ENSG00000132300	NNC	315	B061260
B002600	ENSG00000196497	FSM	1081	B002600
B038557	ENSG00000196497	NIC	387	B038557
B028702	ENSG00000196497	NNC	457	B028702
B053370	ENSG00000159208	FSM	310	B053370
B091001	ENSG00000159208	NIC	174	B091001
B114081	ENSG00000159208	NNC	95	B114081
B081633	ENSG00000070367	FSM	204	B093449
B103228	ENSG00000070367	NIC	133	B103228
B074141	ENSG00000070367	NNC	230	B085344
B094860	ENSG00000185414	FSM	161	B103020
B112350	ENSG00000185414	NIC	101	B114365
B090799	ENSG00000185414	NNC	175	B090799
B069181	ENSG00000006607	FSM	247	B069181
B018151	ENSG00000006607	NIC	568	B010478
B083015	ENSG00000006607	NNC	200	B083015
B036869	ENSG00000243232	FSM	398	B038121
B096797	ENSG00000243232	NIC	155	B096797
B060695	ENSG00000243232	NNC	280	B060695
B047983	ENSG00000077063	FSM	335	B047983
B053421	ENSG00000077063	NIC	310	B053421
B067992	ENSG00000077063	NNC	252	B067992
B013152	ENSG00000177239	FSM	650	B013152
B036267	ENSG00000177239	NIC	402	B047695
B084675	ENSG00000177239	NNC	195	B084675
B107961	ENSG00000182518	FSM	116	B109141
B108339	ENSG00000182518	NIC	115	B109234
B102805	ENSG00000182518	NNC	135	B109234
B074255	ENSG00000171853	FSM	229	B074255
B058081	ENSG00000171853	NIC	290	B058081
B067452	ENSG00000171853	NNC	254	B067713
B055929	ENSG00000173992	FSM	299	B055929
B108054	ENSG00000173992	NIC	116	B108054
B088082	ENSG00000173992	NNC	184	B091186
B110263	ENSG00000100934	FSM	108	B110263
B068085	ENSG00000100934	NIC	251	B068085
B101344	ENSG00000100934	NNC	140	B101344
B027043	ENSG00000063244	FSM	471	B028788
B039679	ENSG00000063244	NIC	380	B039679
B055319	ENSG00000063244	NNC	302	B055319
B054670	ENSG00000144048	FSM	304	B054670
B074059	ENSG00000144048	NIC	230	B062692
B055088	ENSG00000144048	NNC	303	B062692
B018474	ENSG00000234284	FSM	563	B027342
B025003	ENSG00000234284	NIC	490	B027342
B091793	ENSG00000234284	NNC	172	B079905
B011114	ENSG00000123485	FSM	694	B013972
B021750	ENSG00000123485	NIC	524	B013972
B057481	ENSG00000123485	NNC	293	B061617
B070874	ENSG00000148834	FSM	241	B078433
B088891	ENSG00000148834	NIC	181	B096770
B095685	ENSG00000148834	NNC	159	B095685
B093377	ENSG00000100220	FSM	166	B093377
B043361	ENSG00000100220	NIC	359	B031988
B083071	ENSG00000100220	NNC	200	B093377
B056139	ENSG00000164077	FSM	298	B056139
B062057	ENSG00000164077	NIC	274	B062057
B043660	ENSG00000164077	NNC	358	B043660
B055654	ENSG00000170502	FSM	300	B057492
B071818	ENSG00000170502	NIC	238	B080165
B098656	ENSG00000170502	NNC	149	B098656
B024587	ENSG00000101557	FSM	494	B034143
B034143	ENSG00000101557	NIC	416	B034143
B106954	ENSG00000101557	NNC	120	B106954
B106268	ENSG00000203943	FSM	122	B111939
B115441	ENSG00000203943	NIC	90	B115441
B108735	ENSG00000203943	NNC	114	B111939
B042058	ENSG00000131848	FSM	366	B042279
B024526	ENSG00000131848	NIC	495	B024526
B057773	ENSG00000131848	NNC	292	B057773
B051981	ENSG00000132664	FSM	316	B051981
B067356	ENSG00000132664	NIC	254	B075026
B071964	ENSG00000132664	NNC	238	B071964
B010764	ENSG00000118690	FSM	702	B010764
B077641	ENSG00000118690	NIC	218	B077641
B050823	ENSG00000118690	NNC	322	B050823
B049836	ENSG00000065054	FSM	326	B057152
B049495	ENSG00000065054	NIC	328	B049495
B050401	ENSG00000065054	NNC	324	B050401
B071461	ENSG00000197694	FSM	239	B071461
B039872	ENSG00000197694	NIC	379	B039872
B008761	ENSG00000197694	NNC	755	B008761
B102323	ENSG00000064270	FSM	136	B102323
B034741	ENSG00000064270	NIC	412	B034741
B049296	ENSG00000064270	NNC	329	B049296
B053544	ENSG00000149313	FSM	309	B055058
B070028	ENSG00000149313	NIC	244	B070028
B055058	ENSG00000149313	NNC	303	B055058
B064046	ENSG00000116922	FSM	266	B064317
B077585	ENSG00000116922	NIC	218	B077585
B085813	ENSG00000116922	NNC	191	B085813
B011421	ENSG00000152520	FSM	687	B011421
B099400	ENSG00000152520	NIC	146	B099400
B079642	ENSG00000152520	NNC	211	B079642
B031335	ENSG00000115947	FSM	436	B032998
B050958	ENSG00000115947	NIC	321	B050958
B059220	ENSG00000115947	NNC	286	B059220
B008114	ENSG00000133687	FSM	774	B011087
B065419	ENSG00000133687	NIC	261	B065419
B051866	ENSG00000133687	NNC	317	B051866
B002100	ENSG00000142733	FSM	1140	B003407
B106057	ENSG00000142733	NIC	123	B106057
B022903	ENSG00000142733	NNC	512	B022903
B001849	ENSG00000163349	FSM	1176	B001878
B012109	ENSG00000163349	NIC	672	B013377
B041618	ENSG00000163349	NNC	369	B041618
B069715	ENSG00000134758	FSM	245	B077985
B091296	ENSG00000134758	NIC	173	B097375
B098941	ENSG00000134758	NNC	148	B104035
B047970	ENSG00000117262	FSM	335	B056000
B065485	ENSG00000117262	NIC	261	B065485
B062947	ENSG00000117262	NNC	271	B062947
B060971	ENSG00000198060	FSM	278	B072786
B055053	ENSG00000198060	NIC	303	B055053
B065854	ENSG00000198060	NNC	260	B065854
B058022	ENSG00000159079	FSM	290	B066207
B061768	ENSG00000159079	NIC	275	B066207
B051485	ENSG00000159079	NNC	319	B066207
B057849	ENSG00000095574	FSM	291	B044839
B062546	ENSG00000095574	NIC	272	B066661
B089261	ENSG00000095574	NNC	180	B089261
B061929	ENSG00000141002	FSM	274	B061929
B074908	ENSG00000141002	NIC	227	B074908
B064222	ENSG00000141002	NNC	266	B064222
B056643	ENSG00000147274	FSM	296	B068062
B044664	ENSG00000147274	NIC	352	B043289
B065071	ENSG00000147274	NNC	263	B076768
B017858	ENSG00000145901	FSM	572	B020399
B017958	ENSG00000145901	NIC	571	B020399
B023348	ENSG00000145901	NNC	507	B020399
B092842	ENSG00000158417	FSM	168	B092842
B066822	ENSG00000158417	NIC	256	B066822
B090464	ENSG00000158417	NNC	176	B090464
B040938	ENSG00000257591	FSM	372	B055925
B109250	ENSG00000257591	NIC	112	B113404
B101035	ENSG00000257591	NNC	141	B101035
B018408	ENSG00000170959	FSM	564	B018408
B060805	ENSG00000170959	NIC	279	B072980
B096615	ENSG00000170959	NNC	156	B096615
B048965	ENSG00000165480	FSM	330	B048965
B081377	ENSG00000165480	NIC	205	B093612
B036273	ENSG00000165480	NNC	402	B038366
B051129	ENSG00000049541	FSM	320	B055340
B052052	ENSG00000049541	NIC	316	B055340
B056849	ENSG00000049541	NNC	296	B068049
B059025	ENSG00000162882	FSM	286	B067832
B064890	ENSG00000162882	NIC	263	B067832
B094499	ENSG00000162882	NNC	163	B094499
B058550	ENSG00000143891	FSM	288	B046501
B064085	ENSG00000143891	NIC	266	B075930
B050190	ENSG00000143891	NNC	325	B050190
B027375	ENSG00000069667	FSM	468	B031844
B100352	ENSG00000069667	NIC	143	B100352
B067377	ENSG00000069667	NNC	254	B067377
B056610	ENSG00000134490	FSM	296	B066584
B094318	ENSG00000134490	NIC	163	B094318
B055834	ENSG00000134490	NNC	300	B066584
B064593	ENSG00000111666	FSM	264	B076989
B055222	ENSG00000111666	NIC	302	B055222
B041761	ENSG00000111666	NNC	368	B034108
B055452	ENSG00000159248	FSM	301	B063043
B108575	ENSG00000159248	NIC	114	B108575
B086111	ENSG00000159248	NNC	190	B086111
B059746	ENSG00000261740	FSM	283	B059746
B071484	ENSG00000261740	NIC	239	B085005
B054563	ENSG00000261740	NNC	305	B054563
B003013	ENSG00000091409	FSM	1042	B003836
B107719	ENSG00000091409	NIC	117	B107719
B027998	ENSG00000091409	NNC	463	B027998
B027045	ENSG00000101191	FSM	471	B027045
B013973	ENSG00000101191	NIC	634	B009963
B030780	ENSG00000101191	NNC	441	B027045
B100820	ENSG00000178028	FSM	141	B100820
B057145	ENSG00000178028	NIC	294	B058151
B024743	ENSG00000178028	NNC	493	B034443
B002398	ENSG00000129250	FSM	1103	B002598
B056467	ENSG00000129250	NIC	297	B056467
B038495	ENSG00000129250	NNC	388	B038495
B054913	ENSG00000103266	FSM	303	B054913
B064325	ENSG00000103266	NIC	265	B069499
B106702	ENSG00000103266	NNC	121	B106702
B034292	ENSG00000148459	FSM	415	B039723
B064415	ENSG00000148459	NIC	265	B069807
B093340	ENSG00000148459	NNC	167	B093340
B012542	ENSG00000146376	FSM	663	B017018
B042121	ENSG00000146376	NIC	366	B031171
B059968	ENSG00000146376	NNC	283	B059968
B047153	ENSG00000134602	FSM	339	B045128
B060078	ENSG00000134602	NIC	282	B060078
B060398	ENSG00000134602	NNC	281	B060398
B033533	ENSG00000115419	FSM	420	B039470
B061056	ENSG00000115419	NIC	278	B061056
B073014	ENSG00000115419	NNC	234	B073014
B047766	ENSG00000114626	FSM	336	B056436
B032854	ENSG00000114626	NIC	425	B032854
B060637	ENSG00000114626	NNC	280	B056436
B026440	ENSG00000186318	FSM	476	B033221
B075190	ENSG00000186318	NIC	226	B077860
B070137	ENSG00000186318	NNC	244	B071294
B007357	ENSG00000187045	FSM	802	B007357
B053401	ENSG00000187045	NIC	310	B044387
B064994	ENSG00000187045	NNC	263	B064994
B023887	ENSG00000189367	FSM	501	B017495
B039321	ENSG00000189367	NIC	382	B045864
B063169	ENSG00000189367	NNC	270	B065608
B050686	ENSG00000184702	FSM	322	B050900
B058129	ENSG00000184702	NIC	290	B045701
B057485	ENSG00000184702	NNC	293	B057485
B047143	ENSG00000204427	FSM	339	B057505
B067321	ENSG00000204427	NIC	254	B074656
B056098	ENSG00000204427	NNC	299	B057505
B072319	ENSG00000110768	FSM	236	B072319
B052778	ENSG00000110768	NIC	313	B052778
B078599	ENSG00000110768	NNC	215	B078599
B037779	ENSG00000183621	FSM	392	B037779
B034899	ENSG00000183621	NIC	411	B034899
B103087	ENSG00000183621	NNC	134	B103087
B055211	ENSG00000089289	FSM	302	B056801
B052561	ENSG00000089289	NIC	314	B052561
B087130	ENSG00000089289	NNC	187	B093908
B111684	ENSG00000184900	FSM	103	B113556
B108603	ENSG00000184900	NIC	114	B110334
B102776	ENSG00000184900	NNC	135	B102776
B062977	ENSG00000123415	FSM	270	B062977
B099691	ENSG00000123415	NIC	145	B095447
B077763	ENSG00000123415	NNC	218	B077763
B010020	ENSG00000091039	FSM	720	B010020
B045013	ENSG00000091039	NIC	350	B045013
B050787	ENSG00000091039	NNC	322	B050787
B057100	ENSG00000171574	FSM	294	B057364
B035938	ENSG00000171574	NIC	404	B040293
B066370	ENSG00000171574	NNC	258	B066370
B053362	ENSG00000101850	FSM	310	B058358
B065191	ENSG00000101850	NIC	262	B065191
B108482	ENSG00000101850	NNC	115	B108482
B034418	ENSG00000073711	FSM	414	B034418
B084473	ENSG00000073711	NIC	195	B084473
B017551	ENSG00000073711	NNC	577	B017551
B023782	ENSG00000163933	FSM	502	B025391
B070340	ENSG00000163933	NIC	243	B070340
B057993	ENSG00000163933	NNC	291	B050811
B030965	ENSG00000105855	FSM	439	B038736
B024635	ENSG00000105855	NIC	494	B024635
B054891	ENSG00000105855	NNC	304	B068235
B030545	ENSG00000122515	FSM	442	B030545
B054792	ENSG00000122515	NIC	304	B054792
B082182	ENSG00000122515	NNC	203	B082784
B028170	ENSG00000138780	FSM	461	B021864
B066788	ENSG00000138780	NIC	256	B066788
B062418	ENSG00000138780	NNC	273	B062418
B040771	ENSG00000158805	FSM	373	B040771
B059618	ENSG00000158805	NIC	284	B059618
B067135	ENSG00000158805	NNC	255	B067135
B034439	ENSG00000134014	FSM	414	B034439
B056986	ENSG00000134014	NIC	295	B069019
B057956	ENSG00000134014	NNC	291	B057956
B097528	ENSG00000182359	FSM	152	B098307
B070593	ENSG00000182359	NIC	242	B070593
B046841	ENSG00000182359	NNC	341	B033629
B013896	ENSG00000138074	FSM	635	B013896
B029404	ENSG00000138074	NIC	451	B029404
B067142	ENSG00000138074	NNC	255	B067142
B065120	ENSG00000198546	FSM	262	B067796
B100095	ENSG00000198546	NIC	144	B100095
B057752	ENSG00000198546	NNC	292	B057752
B066979	ENSG00000180376	FSM	255	B078940
B081785	ENSG00000180376	NIC	204	B081785
B082771	ENSG00000180376	NNC	201	B082771
B086289	ENSG00000123607	FSM	189	B086289
B057389	ENSG00000123607	NIC	293	B057389
B049082	ENSG00000123607	NNC	330	B049082
B038517	ENSG00000053770	FSM	387	B038517
B070038	ENSG00000053770	NIC	244	B070038
B053025	ENSG00000053770	NNC	312	B053025
B096945	ENSG00000184983	FSM	154	B096945
B115391	ENSG00000184983	NIC	90	B115391
B104778	ENSG00000184983	NNC	128	B107837
B018198	ENSG00000214022	FSM	567	B018198
B014600	ENSG00000214022	NIC	623	B018198
B057036	ENSG00000214022	NNC	295	B057036
B074852	ENSG00000134030	FSM	227	B085988
B043529	ENSG00000134030	NIC	358	B043529
B053689	ENSG00000134030	NNC	309	B053689
B012957	ENSG00000044574	FSM	654	B013170
B052056	ENSG00000044574	NIC	316	B052056
B013280	ENSG00000044574	NNC	648	B013170
B074021	ENSG00000137494	FSM	230	B074021
B052694	ENSG00000137494	NIC	313	B052694
B035826	ENSG00000137494	NNC	405	B025029
B076951	ENSG00000075043	FSM	220	B072521
B043154	ENSG00000075043	NIC	360	B043154
B042357	ENSG00000075043	NNC	365	B042357
B081631	ENSG00000185306	FSM	204	B081631
B102118	ENSG00000185306	NIC	137	B102118
B095692	ENSG00000185306	NNC	159	B095692
B046110	ENSG00000145725	FSM	344	B046110
B060792	ENSG00000145725	NIC	279	B060792
B053049	ENSG00000145725	NNC	312	B053049
B037781	ENSG00000158006	FSM	392	B038331
B062808	ENSG00000158006	NIC	271	B062808
B053112	ENSG00000158006	NNC	312	B053112
B042040	ENSG00000198055	FSM	366	B048705
B075247	ENSG00000198055	NIC	226	B083214
B054186	ENSG00000198055	NNC	307	B048705
B097256	ENSG00000129071	FSM	153	B097256
B060787	ENSG00000129071	NIC	279	B060787
B040598	ENSG00000129071	NNC	375	B027861
B061231	ENSG00000123066	FSM	277	B066190
B058370	ENSG00000123066	NIC	289	B058370
B052835	ENSG00000123066	NNC	313	B052835
B099613	ENSG00000217930	FSM	145	B105353
B072398	ENSG00000217930	NIC	236	B072398
B079652	ENSG00000217930	NNC	211	B089843
B058288	ENSG00000123552	FSM	289	B058288
B062534	ENSG00000123552	NIC	272	B077031
B056292	ENSG00000123552	NNC	298	B056292
B018835	ENSG00000198342	FSM	558	B016953
B027316	ENSG00000198342	NIC	469	B034656
B107825	ENSG00000198342	NNC	117	B103951
B039033	ENSG00000130829	FSM	384	B039033
B072685	ENSG00000130829	NIC	235	B066705
B057793	ENSG00000130829	NNC	292	B057793
B062727	ENSG00000160539	FSM	271	B071931
B114621	ENSG00000160539	NIC	93	B115152
B091138	ENSG00000160539	NNC	174	B097897
B002258	ENSG00000099821	FSM	1122	B004341
B060774	ENSG00000099821	NIC	279	B060774
B028474	ENSG00000099821	NNC	459	B018720
B030668	ENSG00000268750	FSM	441	B041842
B017732	ENSG00000268750	NIC	574	B021005
B059950	ENSG00000268750	NNC	283	B059950
B113649	ENSG00000180104	FSM	96	B113649
B056730	ENSG00000180104	NIC	296	B042004
B076005	ENSG00000180104	NNC	224	B086643
B012193	ENSG00000102910	FSM	670	B011133
B078461	ENSG00000102910	NIC	215	B078461
B074736	ENSG00000102910	NNC	228	B083179
B090588	ENSG00000131143	FSM	175	B094627
B090017	ENSG00000131143	NIC	177	B090017
B101352	ENSG00000131143	NNC	140	B101352
B044061	ENSG00000174720	FSM	355	B044061
B080470	ENSG00000174720	NIC	208	B080470
B079970	ENSG00000174720	NNC	210	B084918
B031837	ENSG00000169919	FSM	432	B040349
B055752	ENSG00000169919	NIC	300	B055752
B054847	ENSG00000169919	NNC	304	B054847
B068857	ENSG00000167460	FSM	248	B074919
B083846	ENSG00000167460	NIC	197	B083846
B067712	ENSG00000167460	NNC	253	B074919
B049834	ENSG00000069869	FSM	326	B054809
B052945	ENSG00000069869	NIC	312	B052945
B043956	ENSG00000069869	NNC	356	B043859
B077574	ENSG00000023191	FSM	218	B077574
B031520	ENSG00000023191	NIC	435	B031520
B065077	ENSG00000023191	NNC	263	B065077
B043512	ENSG00000185946	FSM	358	B043829
B066773	ENSG00000185946	NIC	256	B070988
B062880	ENSG00000185946	NNC	271	B062880
B016275	ENSG00000176853	FSM	596	B016275
B058608	ENSG00000176853	NIC	288	B045008
B045467	ENSG00000176853	NNC	348	B045467
B043477	ENSG00000126249	FSM	358	B044913
B064137	ENSG00000126249	NIC	266	B074626
B090794	ENSG00000126249	NNC	175	B090794
B081310	ENSG00000067365	FSM	205	B081310
B065429	ENSG00000067365	NIC	261	B074204
B081248	ENSG00000067365	NNC	206	B089403
B054216	ENSG00000198231	FSM	306	B065636
B099781	ENSG00000198231	NIC	145	B099781
B014344	ENSG00000198231	NNC	628	B008089
B031080	ENSG00000168259	FSM	438	B031080
B030424	ENSG00000168259	NIC	443	B031080
B050597	ENSG00000168259	NNC	323	B050597
B088782	ENSG00000181982	FSM	181	B088782
B050773	ENSG00000181982	NIC	322	B042465
B034630	ENSG00000181982	NNC	413	B026744
B060000	ENSG00000154743	FSM	282	B052767
B025469	ENSG00000154743	NIC	486	B024099
B086503	ENSG00000154743	NNC	189	B086503
B047997	ENSG00000172890	FSM	335	B047997
B115161	ENSG00000172890	NIC	91	B115161
B078382	ENSG00000172890	NNC	216	B078382
B032104	ENSG00000169249	FSM	430	B032104
B053842	ENSG00000169249	NIC	308	B061026
B088625	ENSG00000169249	NNC	182	B088625
B084705	ENSG00000170889	FSM	194	B084705
B105738	ENSG00000170889	NIC	124	B105738
B096587	ENSG00000170889	NNC	156	B096587
B040132	ENSG00000164291	FSM	377	B040132
B048859	ENSG00000164291	NIC	331	B048859
B050461	ENSG00000164291	NNC	324	B050461
B100888	ENSG00000272419	FSM	141	B101750
B104431	ENSG00000272419	NIC	129	B105190
B099303	ENSG00000272419	NNC	147	B101750
B053341	ENSG00000136068	FSM	310	B053341
B000928	ENSG00000136068	NIC	1368	B001976
B078000	ENSG00000136068	NNC	217	B078000
B097873	ENSG00000163618	FSM	151	B093475
B054305	ENSG00000163618	NIC	306	B054305
B104231	ENSG00000163618	NNC	130	B104231
B061947	ENSG00000144741	FSM	274	B065995
B086342	ENSG00000144741	NIC	189	B094567
B088671	ENSG00000144741	NNC	182	B091936
B052221	ENSG00000177380	FSM	315	B052221
B049214	ENSG00000177380	NIC	329	B049214
B045279	ENSG00000177380	NNC	349	B045279
B044785	ENSG00000146083	FSM	351	B031825
B057683	ENSG00000146083	NIC	292	B054839
B087062	ENSG00000146083	NNC	187	B087062
B073443	ENSG00000115091	FSM	232	B073443
B057214	ENSG00000115091	NIC	294	B057214
B068545	ENSG00000115091	NNC	250	B068545
B033529	ENSG00000124422	FSM	420	B041092
B054470	ENSG00000124422	NIC	305	B054470
B026354	ENSG00000124422	NNC	478	B029274
B043861	ENSG00000121289	FSM	356	B043861
B063362	ENSG00000121289	NIC	269	B063362
B052577	ENSG00000121289	NNC	314	B052577
B063012	ENSG00000138279	FSM	270	B063012
B041188	ENSG00000138279	NIC	371	B036575
B053926	ENSG00000138279	NNC	308	B063012
B031204	ENSG00000135451	FSM	437	B031204
B052476	ENSG00000135451	NIC	314	B052476
B028961	ENSG00000135451	NNC	455	B030695
B011622	ENSG00000262655	FSM	683	B007470
B065801	ENSG00000262655	NIC	260	B065801
B059934	ENSG00000262655	NNC	283	B070829
B036683	ENSG00000130175	FSM	399	B036683
B024432	ENSG00000130175	NIC	496	B024432
B020484	ENSG00000130175	NNC	539	B024432
B079526	ENSG00000075785	FSM	211	B080698
B093476	ENSG00000075785	NIC	166	B093476
B095422	ENSG00000075785	NNC	160	B095422
B020809	ENSG00000005100	FSM	534	B023522
B068374	ENSG00000005100	NIC	250	B068374
B075081	ENSG00000005100	NNC	227	B075081
B096407	ENSG00000151376	FSM	156	B096407
B050587	ENSG00000151376	NIC	323	B050587
B046840	ENSG00000151376	NNC	341	B048149
B040321	ENSG00000068308	FSM	376	B052160
B070132	ENSG00000068308	NIC	244	B070132
B060397	ENSG00000068308	NNC	281	B060397
B100583	ENSG00000105856	FSM	142	B100583
B062540	ENSG00000105856	NIC	272	B062540
B050618	ENSG00000105856	NNC	323	B050618
