unique_id	gene	category	length	cluster	msa_depth	plddt_mean	frac_plddt70	frac_plddt90	ptm	n_res
B037844	ENSG00000085719	NIC	392	B043600	12897	89.70	0.9439	0.6760	0.78	392
B037847	ENSG00000151640	NIC	392	B038332	13552	86.92	0.8367	0.7832	0.782	392
B037855	ENSG00000141013	NNC	392	B037855	2808	81.78	0.8189	0.4464	0.309	392
B037882	ENSG00000130640	NNC	392	B037882	3176	78.00	0.7347	0.2908	0.771	392
B037895	ENSG00000189164	NNC	392	B037895	12651	48.92	0.3597	0.0663	0.329	392
B037920	ENSG00000103852	FSM	391	B039365	727	87.64	0.8619	0.7340	0.796	391
B037924	ENSG00000197563	FSM	391	B037924	3724	92.11	0.9463	0.7801	0.912	391
B037926	ENSG00000130202	FSM	391	B045167	2727	78.06	0.7008	0.4757	0.583	391
B037934	ENSG00000111877	FSM	391	B038436	5772	81.62	0.8721	0.2097	0.687	391
B037938	ENSG00000102054	FSM	391	B038151	8176	90.88	0.9003	0.8286	0.875	391
B037951	ENSG00000187815	NIC	391	B037951	13364	66.49	0.6292	0.0128	0.448	391
B037956	ENSG00000187994	NIC	391	B037956	1268	61.13	0.4066	0.2199	0.527	391
B037975	ENSG00000148672	NIC	391	B037975	22441	92.22	0.9872	0.7724	0.852	391
B037977	ENSG00000165868	NIC	391	B036906	4201	81.72	0.8005	0.3811	0.629	391
B037980	ENSG00000150990	NIC	391	B037980	15617	70.14	0.6113	0.3095	0.623	391
B037984	ENSG00000182087	NIC	391	B037984	1993	64.75	0.5422	0.0537	0.526	391
B037994	ENSG00000135597	NIC	391	B039939	1364	54.85	0.1918	0.1125	0.276	391
B038007	ENSG00000198720	NNC	391	B025741	2703	62.20	0.4629	0.0460	0.375	391
B038012	ENSG00000141452	NNC	391	B038012	1011	77.95	0.7417	0.4348	0.793	391
B038054	ENSG00000164164	NNC	391	B038054	1449	59.45	0.3734	0.2276	0.442	391
B038075	ENSG00000181007	FSM	390	B038371	13901	70.92	0.6667	0.0000	0.362	390
B038078	ENSG00000028116	FSM	390	B038078	9935	70.23	0.5872	0.4949	0.579	390
B038091	ENSG00000131018	FSM	390	B038091	900	76.39	0.7026	0.3744	0.543	390
B038097	ENSG00000170743	FSM	390	B040015	14155	77.30	0.6795	0.5410	0.463	390
B038100	ENSG00000103148	FSM	390	B027629	1349	65.08	0.4872	0.0000	0.59	390
B038107	ENSG00000177119	NIC	390	B038801	5456	83.43	0.8410	0.6205	0.769	390
B038175	ENSG00000133059	NNC	390	B038175	7113	88.44	0.9128	0.6282	0.77	390
B038184	ENSG00000158106	NNC	390	B038184	3913	77.22	0.7026	0.4897	0.71	390
B038190	ENSG00000177595	NNC	390	B038190	2315	68.05	0.6154	0.0795	0.35	390
B038228	ENSG00000138375	FSM	389	B038228	12404	75.87	0.7352	0.2982	0.75	389
B038234	ENSG00000187987	FSM	389	B053704	20423	66.48	0.5938	0.3445	0.356	389
B038236	ENSG00000104756	FSM	389	B045790	9881	90.42	0.9357	0.7815	0.597	389
B038242	ENSG00000105186	FSM	389	B040219	1934	76.00	0.7712	0.1440	0.568	389
B038252	ENSG00000198920	NIC	389	B038252	885	66.36	0.4524	0.2931	0.289	389
B038307	ENSG00000070495	NNC	389	B038307	7434	81.03	0.7686	0.7121	0.768	389
B038342	ENSG00000108424	NNC	389	B038342	3347	92.95	0.9512	0.8535	0.894	389
B038363	ENSG00000137513	NNC	389	B038363	13610	87.82	0.9023	0.6787	0.83	389
B038371	ENSG00000167377	FSM	388	B038371	24410	80.33	0.9691	0.0000	0.419	388
B038376	ENSG00000172006	FSM	388	B026735	12795	60.62	0.5515	0.2784	0.469	388
B038390	ENSG00000183741	FSM	388	B038390	11645	54.30	0.2113	0.1289	0.307	388
B038395	ENSG00000116691	FSM	388	B044388	1126	52.49	0.2526	0.0928	0.259	388
B038405	ENSG00000123575	FSM	388	B047413	278	55.09	0.2809	0.1624	0.293	388
B038408	ENSG00000138162	FSM	388	B026225	3392	69.91	0.5077	0.4639	0.374	388
B038437	ENSG00000160293	NIC	388	B038485	17787	78.83	0.7912	0.3119	0.388	388
B038487	ENSG00000186376	NNC	388	B043754	24220	57.46	0.4665	0.1031	0.335	388
B038495	ENSG00000129250	NNC	388	B038495	22567	72.10	0.6237	0.1804	0.488	388
B038517	ENSG00000053770	FSM	387	B038517	953	83.77	0.8450	0.4548	0.74	387
B038543	ENSG00000179526	FSM	387	B043429	2776	70.87	0.6227	0.3850	0.404	387
B038557	ENSG00000196497	NIC	387	B038557	1856	94.34	0.9664	0.9147	0.904	387
B038559	ENSG00000166164	NIC	387	B038559	1308	66.34	0.4987	0.1189	0.372	387
B038583	ENSG00000111596	NIC	387	B026952	3110	54.36	0.3514	0.0155	0.305	387
B038590	ENSG00000068489	NIC	387	B038590	712	58.60	0.3256	0.0362	0.203	387
B038593	ENSG00000143337	NIC	387	B038593	1560	71.08	0.5788	0.4832	0.606	387
B038617	ENSG00000158458	NNC	387	B038617	1434	42.88	0.0801	0.0000	0.206	387
B038621	ENSG00000066777	NNC	387	B038621	3760	82.23	0.7804	0.6382	0.784	387
B038660	ENSG00000173253	NNC	387	B038660	839	51.51	0.1628	0.0620	0.252	387
B038669	ENSG00000162066	FSM	386	B040491	14004	89.47	0.9041	0.7617	0.898	386
B038705	ENSG00000214517	FSM	386	B036529	5091	82.24	0.7746	0.6736	0.793	386
B038707	ENSG00000160352	FSM	386	B040239	17033	81.87	0.8601	0.3938	0.464	386
B038715	ENSG00000070961	NIC	386	B038715	15577	70.43	0.6218	0.2358	0.41	386
B038724	ENSG00000239474	NIC	386	B038724	5096	88.21	0.8964	0.7306	0.782	386
B038747	ENSG00000140386	NIC	386	B038747	1614	80.21	0.7513	0.4093	0.313	386
B038796	ENSG00000133135	NNC	386	B041755	17424	71.57	0.5829	0.4378	0.52	386
B038807	ENSG00000104064	NNC	386	B039304	8976	67.82	0.5466	0.4793	0.474	386
B038855	ENSG00000114126	FSM	385	B036652	3934	67.26	0.5558	0.3974	0.47	385
B038856	ENSG00000038210	FSM	385	B048117	3294	82.90	0.8026	0.6078	0.828	385
B038858	ENSG00000152684	FSM	385	B043235	3975	86.11	0.9299	0.4909	0.728	385
B038861	ENSG00000113645	FSM	385	B038861	1509	66.12	0.4831	0.2260	0.298	385
B038863	ENSG00000047932	FSM	385	B040913	10048	68.34	0.6026	0.1584	0.509	385
B038894	ENSG00000001036	NIC	385	B032146	14742	92.89	0.9195	0.8727	0.88	385
B038896	ENSG00000106069	NIC	385	B034462	17496	78.12	0.7455	0.4416	0.617	385
B038915	ENSG00000079785	NIC	385	B038915	13948	82.14	0.7506	0.5325	0.528	385
B038921	ENSG00000204231	NIC	385	B038921	14897	55.82	0.2390	0.1870	0.34	385
B038962	ENSG00000196632	NNC	385	B038962	7613	51.29	0.1351	0.1013	0.27	385
B038975	ENSG00000006695	NNC	385	B038975	11791	80.18	0.7481	0.6987	0.733	385
B038976	ENSG00000037042	NNC	385	B041053	12441	74.34	0.6831	0.5065	0.731	385
B038999	ENSG00000157837	FSM	384	B041042	4514	75.08	0.6641	0.1745	0.756	384
B039003	ENSG00000078304	FSM	384	B038000	6024	89.60	0.9062	0.7995	0.858	384
B039004	ENSG00000066557	FSM	384	B043213	11959	80.76	0.8802	0.1771	0.519	384
B039007	ENSG00000090006	FSM	384	B039007	14680	67.93	0.5703	0.2005	0.306	384
B039015	ENSG00000239713	FSM	384	B040780	2159	85.83	0.8906	0.5130	0.813	384
B039017	ENSG00000162736	FSM	384	B040845	1442	91.23	0.9714	0.7812	0.812	384
B039028	ENSG00000137145	FSM	384	B050622	2114	49.47	0.1536	0.1328	0.305	384
B039030	ENSG00000136828	FSM	384	B039030	8120	72.42	0.6380	0.5703	0.677	384
B039033	ENSG00000130829	FSM	384	B039033	12859	75.09	0.6693	0.4427	0.492	384
B039034	ENSG00000138166	FSM	384	B046249	13072	77.75	0.7266	0.5052	0.663	384
B039039	ENSG00000106692	FSM	384	B032117	5060	88.69	0.9010	0.7474	0.787	384
B039040	ENSG00000002016	NIC	384	B039040	3981	67.77	0.5469	0.4427	0.529	384
B039047	ENSG00000104731	NIC	384	B028782	3878	74.27	0.6771	0.4271	0.633	384
B039050	ENSG00000173786	NIC	384	B037696	1916	86.32	0.9036	0.5729	0.848	384
B039056	ENSG00000118705	NIC	384	B041958	653	79.28	0.7526	0.6120	0.789	384
B039071	ENSG00000133401	NIC	384	B039071	11235	69.75	0.5833	0.4401	0.438	384
B039146	ENSG00000104064	FSM	383	B039304	9221	66.78	0.5483	0.4700	0.471	383
B039191	ENSG00000161013	NIC	383	B039191	3405	83.24	0.8407	0.6319	0.554	383
B039218	ENSG00000132128	NNC	383	B039218	1255	81.43	0.8146	0.4804	0.8	383
B039222	ENSG00000196123	NNC	383	B028469	1749	66.09	0.5431	0.3603	0.627	383
B039277	ENSG00000132950	FSM	382	B039277	1515	49.60	0.1806	0.0707	0.24	382
B039295	ENSG00000064489	FSM	382	B042207	12641	55.52	0.2382	0.2094	0.344	382
B039302	ENSG00000149554	NIC	382	B031522	14991	73.55	0.6832	0.4529	0.619	382
B039310	ENSG00000159409	NIC	382	B027709	18828	65.94	0.5026	0.2487	0.325	382
B039321	ENSG00000189367	NIC	382	B045864	331	50.87	0.1361	0.0602	0.214	382
B039323	ENSG00000164506	NIC	382	B039323	2964	68.98	0.5183	0.2592	0.508	382
B039331	ENSG00000148702	NIC	382	B039331	25090	78.52	0.7723	0.5026	0.562	382
B039332	ENSG00000213782	NIC	382	B039332	26772	79.20	0.7618	0.4267	0.657	382
B039352	ENSG00000164114	NIC	382	B048100	383	51.19	0.0524	0.0236	0.207	382
B039384	ENSG00000104221	NNC	382	B039384	743	74.69	0.7042	0.2749	0.52	382
B039418	ENSG00000111615	FSM	381	B045483	3630	78.57	0.7165	0.4199	0.577	381
B039422	ENSG00000166165	FSM	381	B040334	10618	93.94	0.9633	0.8793	0.905	381
B039437	ENSG00000150995	FSM	381	B039437	5286	78.36	0.7664	0.3648	0.547	381
B039439	ENSG00000153015	FSM	381	B039439	20928	64.27	0.4698	0.1312	0.492	381
B039451	ENSG00000023041	FSM	381	B040852	12218	87.15	0.8871	0.6719	0.816	381
B039460	ENSG00000167196	NIC	381	B045315	1872	83.33	0.8241	0.5459	0.824	381
B039471	ENSG00000197121	NIC	381	B042874	6130	83.65	0.7795	0.5774	0.765	381
B039476	ENSG00000157617	NIC	381	B039476	1397	56.98	0.2625	0.0184	0.281	381
B039493	ENSG00000113758	NIC	381	B039493	1245	51.70	0.1601	0.0000	0.203	381
B039509	ENSG00000176014	NIC	381	B040788	12966	83.58	0.8530	0.5801	0.85	381
B039518	ENSG00000112941	NIC	381	B031564	6454	62.57	0.4567	0.3150	0.551	381
B039522	ENSG00000104044	NNC	381	B039522	6754	76.07	0.6903	0.1286	0.623	381
B039553	ENSG00000122512	NNC	381	B039553	13918	80.88	0.7480	0.5407	0.791	381
B039566	ENSG00000167978	NNC	381	B039566	99	43.87	0.0000	0.0000	0.122	381
B039584	ENSG00000197746	NNC	381	B039584	5017	71.94	0.6247	0.1942	0.389	381
B039587	ENSG00000005812	FSM	380	B051008	2938	81.55	0.7789	0.5684	0.716	380
B039599	ENSG00000143418	FSM	380	B039599	7740	83.58	0.8658	0.5816	0.775	380
B039608	ENSG00000164463	FSM	380	B039608	273	48.80	0.0579	0.0000	0.195	380
B039625	ENSG00000188786	NIC	380	B039625	449	41.51	0.0079	0.0000	0.172	380
B039626	ENSG00000084112	NIC	380	B039626	14983	53.63	0.3184	0.2763	0.447	380
B039627	ENSG00000032219	NIC	380	B039627	5362	70.24	0.5368	0.2711	0.599	380
B039661	ENSG00000120738	NIC	380	B039661	15003	54.45	0.2342	0.0816	0.286	380
B039667	ENSG00000198908	NIC	380	B039667	1092	47.37	0.1763	0.0000	0.278	380
B039679	ENSG00000063244	NIC	380	B039679	11140	78.57	0.7737	0.4553	0.579	380
B039689	ENSG00000008128	NNC	380	B039689	11402	70.78	0.5921	0.3763	0.457	380
B039691	ENSG00000197429	NNC	380	B027283	8959	91.28	0.9395	0.7447	0.811	380
B039692	ENSG00000100644	NNC	380	B039692	1021	51.68	0.1684	0.0000	0.212	380
B039739	ENSG00000156875	NNC	380	B034020	3272	72.46	0.7421	0.0053	0.664	380
B039762	ENSG00000092203	FSM	379	B039762	1038	47.09	0.1319	0.1082	0.265	379
B039770	ENSG00000132589	FSM	379	B033342	7979	77.81	0.7625	0.0844	0.368	379
B039778	ENSG00000152291	FSM	379	B037349	1896	49.03	0.0950	0.0185	0.218	379
B039785	ENSG00000164031	FSM	379	B041237	29227	73.66	0.6807	0.3430	0.368	379
B039796	ENSG00000104549	FSM	379	B052603	3532	90.58	0.9894	0.6016	0.844	379
B039812	ENSG00000047621	NIC	379	B039812	1242	83.36	0.7995	0.5620	0.821	379
B039815	ENSG00000119596	NIC	379	B053943	2493	68.83	0.5092	0.1398	0.498	379
B039834	ENSG00000285793	NIC	379	B054342	3267	74.94	0.7177	0.0554	0.752	379
B039855	ENSG00000006118	NIC	379	B045480	1586	59.19	0.3298	0.0660	0.328	379
B039871	ENSG00000147316	NIC	379	B039871	4460	67.91	0.5488	0.3272	0.334	379
B039872	ENSG00000197694	NIC	379	B039872	7958	85.71	0.8417	0.7230	0.656	379
B039878	ENSG00000135473	NNC	379	B039878	3425	79.89	0.7916	0.4248	0.686	379
B039887	ENSG00000126456	NNC	379	B030359	2056	72.60	0.6755	0.2744	0.625	379
B039896	ENSG00000070476	NNC	379	B039896	8349	50.64	0.2559	0.0000	0.249	379
B039952	ENSG00000177082	FSM	378	B043212	1024	86.79	0.8624	0.6270	0.877	378
B039958	ENSG00000182013	FSM	378	B039958	1358	60.13	0.4206	0.2143	0.4	378
B039968	ENSG00000026950	FSM	378	B039968	7071	81.98	0.7857	0.5132	0.594	378
B039969	ENSG00000001036	FSM	378	B039969	13549	96.07	0.9974	0.9524	0.923	378
B039981	ENSG00000173988	FSM	378	B047661	418	46.99	0.1958	0.0450	0.303	378
B039985	ENSG00000152256	FSM	378	B041542	5342	86.51	0.8439	0.6270	0.858	378
B039995	ENSG00000013364	NIC	378	B039995	3426	80.71	0.7857	0.6508	0.671	378
B040010	ENSG00000161057	NIC	378	B040010	19490	73.14	0.6508	0.0767	0.491	378
B040016	ENSG00000174791	NIC	378	B040016	1918	71.66	0.6164	0.4286	0.694	378
B040039	ENSG00000196510	NNC	378	B040039	717	84.83	0.8492	0.6825	0.771	378
B040053	ENSG00000155755	NNC	378	B042060	888	61.19	0.3307	0.0661	0.483	378
B040071	ENSG00000066117	NNC	378	B040071	9017	72.34	0.6032	0.4392	0.557	378
B040087	ENSG00000105357	NNC	378	B040087	4423	81.90	0.8042	0.4233	0.309	378
B040118	ENSG00000213996	FSM	377	B040118	1375	86.52	0.8886	0.5385	0.861	377
B040123	ENSG00000082146	FSM	377	B043732	4699	76.50	0.7082	0.5544	0.754	377
B040132	ENSG00000164291	FSM	377	B040132	10176	89.49	0.9045	0.7560	0.877	377
B040137	ENSG00000122642	FSM	377	B045673	19880	84.12	0.8090	0.5782	0.724	377
B040145	ENSG00000047849	FSM	377	B040145	920	49.40	0.1353	0.0451	0.248	377
B040150	ENSG00000213903	NIC	377	B044582	7316	74.86	0.7268	0.3050	0.736	377
B040196	ENSG00000134186	NIC	377	B029847	3300	65.45	0.5252	0.0000	0.404	377
B040197	ENSG00000153107	NIC	377	B040197	2849	77.44	0.7613	0.1353	0.654	377
B040215	ENSG00000135686	NNC	377	B040215	9848	69.36	0.5782	0.3369	0.632	377
B040225	ENSG00000196588	NNC	377	B040225	2138	53.16	0.2308	0.0796	0.238	377
B040226	ENSG00000163462	NNC	377	B040226	9677	79.05	0.7639	0.3793	0.519	377
B040240	ENSG00000131269	NNC	377	B040240	22421	85.52	0.8886	0.5676	0.736	377
B040282	ENSG00000064726	FSM	376	B037312	9002	92.35	0.9707	0.8112	0.595	376
B040312	ENSG00000124570	FSM	376	B039242	15488	89.11	0.9335	0.7500	0.871	376
B040321	ENSG00000068308	FSM	376	B052160	7219	73.60	0.6463	0.4814	0.537	376
B040339	ENSG00000131242	NIC	376	B040339	1973	78.48	0.6862	0.5372	0.366	376
B040355	ENSG00000152778	NIC	376	B041255	1904	91.47	0.9574	0.7553	0.84	376
B040399	ENSG00000135318	NNC	376	B040399	13095	92.02	0.9255	0.8138	0.881	376
B040406	ENSG00000165688	NNC	376	B040406	9538	77.18	0.7713	0.2926	0.698	376
B040412	ENSG00000111371	NNC	376	B040412	4902	75.54	0.7154	0.2207	0.727	376
B040415	ENSG00000125319	NNC	376	B040415	1722	55.58	0.2660	0.1489	0.336	376
B040425	ENSG00000196562	NNC	376	B041079	10503	86.86	0.8404	0.8032	0.839	376
B040465	ENSG00000159346	FSM	375	B053098	7492	81.16	0.7680	0.6213	0.743	375
B040467	ENSG00000197208	FSM	375	B044831	9392	78.18	0.8133	0.1680	0.752	375
B040473	ENSG00000164850	FSM	375	B040473	5359	75.21	0.6453	0.3307	0.73	375
B040479	ENSG00000148719	FSM	375	B043290	29070	74.30	0.6853	0.3813	0.364	375
B040483	ENSG00000205531	FSM	375	B040483	7732	79.12	0.6827	0.5147	0.704	375
B040539	ENSG00000149380	NIC	375	B040539	1662	71.16	0.6267	0.1040	0.606	375
B040556	ENSG00000143970	NNC	375	B040556	2707	51.29	0.2027	0.0107	0.243	375
B040563	ENSG00000163946	NNC	375	B040563	584	42.02	0.0587	0.0000	0.239	375
B040583	ENSG00000142945	NNC	375	B041708	17789	70.95	0.6293	0.1013	0.63	375
B040593	ENSG00000144535	NNC	375	B040593	3769	72.94	0.6080	0.5307	0.622	375
B040598	ENSG00000129071	NNC	375	B027861	7627	54.10	0.3040	0.2480	0.38	375
B040612	ENSG00000116478	NNC	375	B044800	16945	79.34	0.7253	0.5653	0.725	375
B040616	ENSG00000159322	FSM	374	B044487	1623	90.95	0.9840	0.6738	0.885	374
B040617	ENSG00000166965	FSM	374	B040617	8443	86.96	0.8449	0.7219	0.861	374
B040635	ENSG00000137221	FSM	374	B040635	762	54.05	0.1952	0.0080	0.222	374
B040638	ENSG00000175305	FSM	374	B047934	8096	79.27	0.7112	0.5909	0.728	374
B040653	ENSG00000119547	FSM	374	B040653	6604	58.41	0.3342	0.2353	0.372	374
B040658	ENSG00000111490	NIC	374	B040658	6632	69.01	0.5989	0.2888	0.702	374
B040677	ENSG00000148634	NIC	374	B030508	12762	90.12	0.9251	0.7112	0.837	374
B040685	ENSG00000027001	NIC	374	B040685	2945	82.33	0.8155	0.7299	0.734	374
B040702	ENSG00000149564	NNC	374	B040702	3531	72.53	0.5802	0.4091	0.473	374
B040705	ENSG00000135424	NNC	374	B040705	2392	82.71	0.8235	0.5401	0.681	374
B040712	ENSG00000102908	NNC	374	B040712	50	41.06	0.0160	0.0000	0.195	374
B040744	ENSG00000105197	NNC	374	B040744	9788	76.73	0.7299	0.4679	0.64	374
B040771	ENSG00000158805	FSM	373	B040771	9214	57.29	0.3619	0.0027	0.277	373
B040775	ENSG00000105767	FSM	373	B045938	7194	85.64	0.8418	0.7105	0.646	373
B040789	ENSG00000137285	FSM	373	B040788	12941	89.72	0.9383	0.7399	0.876	373
B040800	ENSG00000198728	FSM	373	B034830	1330	70.56	0.5684	0.3646	0.559	373
B040813	ENSG00000019144	NIC	373	B040813	4240	63.88	0.4772	0.2252	0.317	373
B040823	ENSG00000197114	NIC	373	B040823	10200	74.17	0.6997	0.3324	0.366	373
B040835	ENSG00000110171	NIC	373	B052510	4612	77.58	0.6783	0.5523	0.558	373
B040836	ENSG00000133104	NIC	373	B040836	1304	61.60	0.4531	0.0643	0.499	373
B040843	ENSG00000184402	NIC	373	B054881	2595	43.24	0.1314	0.0000	0.284	373
B040855	ENSG00000121741	NNC	373	B040855	2187	57.16	0.2815	0.0000	0.34	373
B040861	ENSG00000276234	NNC	373	B037005	11038	79.22	0.8016	0.3378	0.452	373
B040867	ENSG00000180530	NNC	373	B040867	337	51.86	0.1555	0.0000	0.201	373
B040873	ENSG00000143258	NNC	373	B040873	11004	56.45	0.2788	0.2252	0.424	373
B040876	ENSG00000154162	NNC	373	B040876	11261	78.81	0.7319	0.4987	0.667	373
B040879	ENSG00000153015	NNC	373	B042119	9025	69.00	0.5523	0.0483	0.297	373
B040884	ENSG00000127914	NNC	373	B040884	1334	87.83	0.8713	0.6702	0.318	373
B040889	ENSG00000133731	NNC	373	B047777	10946	76.02	0.6863	0.5496	0.726	373
B040893	ENSG00000198105	NNC	373	B040893	16485	70.08	0.6676	0.3351	0.465	373
B040895	ENSG00000177685	NNC	373	B040895	6670	74.54	0.6542	0.3780	0.305	373
B040904	ENSG00000115525	NNC	373	B040904	3728	73.25	0.6434	0.3968	0.663	373
B040914	ENSG00000079819	NNC	373	B040914	1924	54.32	0.2306	0.0000	0.302	373
B040923	ENSG00000120451	FSM	372	B040923	1308	61.02	0.4785	0.0000	0.347	372
B040926	ENSG00000185344	FSM	372	B055728	4250	78.62	0.7849	0.2849	0.677	372
B040927	ENSG00000139668	FSM	372	B040927	5795	95.27	1.0000	0.9435	0.898	372
B040930	ENSG00000100600	FSM	372	B040279	6984	87.88	0.8468	0.7823	0.855	372
B040938	ENSG00000257591	FSM	372	B055925	16068	70.30	0.6909	0.2043	0.456	372
B040947	ENSG00000100106	FSM	372	B040947	5593	60.44	0.4194	0.1667	0.358	372
B040952	ENSG00000117595	FSM	372	B045764	2273	70.55	0.5726	0.3871	0.574	372
B040962	ENSG00000005302	FSM	372	B048317	2210	63.05	0.4624	0.2070	0.568	372
B040965	ENSG00000156860	FSM	372	B040965	1472	47.34	0.0457	0.0323	0.185	372
B040968	ENSG00000144847	FSM	372	B036060	5022	67.04	0.5108	0.3226	0.498	372
B040983	ENSG00000103599	NIC	372	B040983	1765	88.13	0.8790	0.8226	0.819	372
B040988	ENSG00000078328	NIC	372	B040302	14693	53.64	0.2151	0.2043	0.357	372
B041001	ENSG00000163462	NIC	372	B041001	2827	76.95	0.7608	0.3656	0.49	372
B041008	ENSG00000198961	NIC	372	B041008	782	53.05	0.1425	0.0188	0.206	372
B041085	ENSG00000130766	NNC	372	B034999	2588	77.31	0.7446	0.3145	0.791	372
B041112	ENSG00000162374	FSM	371	B045720	21942	71.33	0.6388	0.4016	0.443	371
B041119	ENSG00000136451	FSM	371	B054618	13081	58.16	0.3639	0.0997	0.345	371
B041125	ENSG00000138381	FSM	371	B041125	3173	84.56	0.8113	0.5741	0.84	371
B041133	ENSG00000163435	FSM	371	B048830	4984	59.99	0.4151	0.1294	0.339	371
B041138	ENSG00000147813	FSM	371	B041138	10014	93.47	0.9919	0.8437	0.838	371
B041161	ENSG00000141524	NIC	371	B041161	1832	68.89	0.5687	0.0243	0.45	371
B041180	ENSG00000146021	NIC	371	B047523	11490	90.14	0.9245	0.7682	0.705	371
B041184	ENSG00000146233	NIC	371	B036624	969	85.62	0.8976	0.4259	0.815	371
B041188	ENSG00000138279	NIC	371	B036575	12590	70.03	0.5687	0.4555	0.496	371
B041202	ENSG00000163714	NIC	371	B041202	1921	57.00	0.2264	0.0243	0.259	371
B041214	ENSG00000083544	NNC	371	B041214	6942	53.12	0.1725	0.1375	0.318	371
B041219	ENSG00000076351	NNC	371	B041219	1384	66.49	0.4420	0.0458	0.642	371
B041224	ENSG00000186204	NNC	371	B041224	10311	73.52	0.6658	0.2534	0.659	371
B041236	ENSG00000136518	NNC	371	B041236	9862	83.33	0.8194	0.5903	0.812	371
B041239	ENSG00000145740	NNC	371	B034252	11323	65.25	0.4663	0.0943	0.573	371
B041244	ENSG00000172748	NNC	371	B036322	12567	77.32	0.7898	0.2534	0.456	371
B041247	ENSG00000023318	NNC	371	B041247	10735	82.66	0.8032	0.5364	0.718	371
B041256	ENSG00000107581	NNC	371	B041256	2397	78.69	0.7116	0.4447	0.325	371
B041283	ENSG00000105939	NNC	371	B041283	2384	69.81	0.5741	0.4340	0.609	371
B041285	ENSG00000003989	NNC	371	B041285	13601	63.82	0.5094	0.0943	0.573	371
B041301	ENSG00000035664	FSM	370	B041301	18388	82.33	0.8135	0.5946	0.794	370
B041306	ENSG00000276293	FSM	370	B046178	9486	83.58	0.7865	0.6297	0.817	370
B041309	ENSG00000074657	FSM	370	B032872	4470	61.53	0.4432	0.1919	0.279	370
B041310	ENSG00000072958	FSM	370	B035126	7607	86.56	0.8649	0.6081	0.693	370
B041316	ENSG00000134072	FSM	370	B050653	23449	75.93	0.6919	0.4162	0.758	370
B041324	ENSG00000123684	FSM	370	B047527	1828	90.96	0.9297	0.8189	0.879	370
B041328	ENSG00000241685	FSM	370	B041328	5188	91.89	0.9135	0.8135	0.891	370
B041334	ENSG00000152601	FSM	370	B041334	9694	63.68	0.4838	0.1622	0.312	370
B041351	ENSG00000276234	NIC	370	B037005	7183	76.35	0.7243	0.1324	0.352	370
B041386	ENSG00000197056	NIC	370	B041386	1503	57.41	0.4000	0.0162	0.32	370
B041398	ENSG00000240038	NIC	370	B041398	6906	93.10	0.9351	0.8730	0.905	370
B041418	ENSG00000132199	NNC	370	B042277	9975	85.32	0.8351	0.6189	0.836	370
B041422	ENSG00000141837	NNC	370	B041422	2887	55.53	0.2676	0.1919	0.371	370
B041437	ENSG00000204356	NNC	370	B041437	9191	64.81	0.4703	0.0432	0.332	370
B041442	ENSG00000214338	NNC	370	B041442	2109	63.82	0.4676	0.3297	0.311	370
B041444	ENSG00000158623	NNC	370	B045583	3168	80.12	0.7919	0.4432	0.722	370
B041460	ENSG00000126790	NNC	370	B041460	2701	65.62	0.5162	0.1811	0.652	370
B041472	ENSG00000068654	NNC	370	B038982	8686	68.45	0.5838	0.3108	0.535	370
B041479	ENSG00000114544	NNC	370	B044173	3712	88.38	0.9622	0.5486	0.852	370
B041486	ENSG00000148481	NNC	370	B041486	3784	83.84	0.8378	0.5865	0.771	370
B041488	ENSG00000095787	NNC	370	B041488	1333	48.75	0.1892	0.0676	0.299	370
B041512	ENSG00000109775	FSM	369	B041512	3341	92.44	0.9675	0.8211	0.891	369
B041521	ENSG00000148334	FSM	369	B051955	8752	80.84	0.7832	0.5637	0.752	369
B041527	ENSG00000146013	FSM	369	B046569	1837	77.39	0.7073	0.5366	0.626	369
B041536	ENSG00000100897	NIC	369	B041536	5717	86.94	0.8564	0.6992	0.842	369
B041537	ENSG00000129515	NIC	369	B038362	1416	78.68	0.7100	0.4905	0.707	369
B041554	ENSG00000100335	NIC	369	B041554	921	88.64	0.8835	0.7669	0.838	369
B041558	ENSG00000172493	NIC	369	B041558	1882	56.32	0.2141	0.1003	0.244	369
B041563	ENSG00000120256	NIC	369	B036368	16317	72.17	0.6423	0.3659	0.375	369
B041566	ENSG00000130226	NIC	369	B041566	7021	76.35	0.7236	0.4553	0.677	369
B041609	ENSG00000102763	NNC	369	B041609	2501	86.49	0.8997	0.5827	0.818	369
B041618	ENSG00000163349	NNC	369	B041618	1471	45.12	0.0461	0.0000	0.172	369
B041640	ENSG00000168000	NNC	369	B041640	2251	69.68	0.5935	0.2981	0.509	369
B041648	ENSG00000072958	NNC	369	B035126	6986	84.43	0.8482	0.5312	0.662	369
